UNCLEAN_TEXT,EMOTION,CLEAN_TEXT,letter_count,sentence_count,avg_letter_per_word,words_per_sentence,avg_syllables_per_word,reading_time,fernandez_huerta,szigriszt_pazos,gutierrez_polini,punctuation_per_word,exclamation_per_word,question_per_word,mean_verbs_per_word,mean_auxiliaries_per_word,mean_auxiliaries_per_sentence,flesch_portuguese,uppercase_percentage,mean_unique_word_length,mean_char_repetition_per_word,sim_emotion_tristeza,sim_emotion_otimismo,sim_emotion_desprezo,sim_emotion_alegria,sim_emotion_raiva,sim_emotion_agressividade,sim_emotion_submissão,sim_emotion_nojo,sim_emotion_medo,sim_emotion_decepção,sim_emotion_amor,sim_emotion_remorso,sim_emotion_confianca,sim_emotion_antecipacao,sim_emotion_surpresa,sim_emotion_intimidação
eu vo se esperançoso,otimismo,esperancoso,17.0,1.0,4.25,4.0,2.0,0.24972999999999998,82.76,78.23500000000001,52.57500000000001,0.0,0.0,0.0,0.0,0.0,0.0,77.84,0.0,4.25,0.0,0.42169079184532166,0.5064519643783569,0.3329308032989502,0.4717356562614441,0.3064899742603302,0.3773265480995178,0.4295949339866638,0.34583425521850586,0.4106302857398987,0.4281817078590393,0.4153173565864563,0.37813326716423035,0.4384889006614685,0.43946683406829834,0.3477940559387207,0.32654261589050293
"Houthis: “O nosso país foi sujeito a um ataque agressivo massivo por parte de navios, submarinos e aviões de guerra americanos e britânicos e, sem dúvida, Londres e Washington terão de se preparar para pagar um preço elevado.”",agressividade,houthi nosso pai ser sujeito ataque agressivo massivo por parte navio submarino avioe guerra americano britanico sem duvida londres washington terao preparar para pagar preco elevar,182.0,1.0,4.7894736842105265,38.0,1.9473684210526316,2.77641,51.2378947368421,47.51394736842106,35.4421052631579,0.13157894736842105,0.0,0.0,0.13157894736842105,0.05263157894736842,0.6666666666666666,46.26947368421051,0.02197802197802198,5.407407407407407,0.0,0.0988699421286583,0.13720570504665375,0.13348111510276794,0.1104419007897377,0.1397870033979416,0.13754430413246155,0.09290272742509842,0.14359624683856964,0.1572396606206894,0.1303013265132904,0.1278708577156067,0.11992225050926208,0.1077558770775795,0.09051251411437988,0.09870115667581558,0.1103258803486824
"mas estou esperançoso de que ele entre amanhã, treine e tenha uma boa sexta-feira.""
@ByRyanWood",otimismo,mas estar esperancoso que ele entre amanha treinar ter um bom sexta-feira byryanwood,76.0,1.0,5.066666666666666,15.0,1.8666666666666667,1.18989,79.54,75.54166666666667,40.80333333333334,0.3333333333333333,0.0,0.0,0.15384615384615385,0.15384615384615385,1.0,76.0,0.039473684210526314,4.166666666666667,0.0,0.23834733664989471,0.3431013822555542,0.1837259978055954,0.33913183212280273,0.15492548048496246,0.2235623300075531,0.2925218939781189,0.17957909405231476,0.23146304488182068,0.22143249213695526,0.2198934555053711,0.19065970182418823,0.3207353353500366,0.39472562074661255,0.21328887343406677,0.16318786144256592
q ódio,raiva,odio,5.0,1.0,2.5,2.0,1.0,0.07345,144.8,142.53500000000003,70.25,0.0,0.0,0.0,0.0,0.0,0.0,151.92,0.0,2.5,0.0,0.24751725792884827,0.10603978484869003,0.28928065299987793,0.16065403819084167,0.2653230130672455,0.31410905718803406,0.20177073776721954,0.31459513306617737,0.26513737440109253,0.21137747168540955,0.20173956453800201,0.2548101842403412,0.09400302171707153,0.18357829749584198,0.17849405109882355,0.22140324115753174
"Resposta da OpenAI
A representante da OpenAI expressou surpresa e desapontamento com o processo.
Manifesta o desejo de encontrar uma resolução benéfica para ambas as partes.",decepção,resposta openai representante openai expressar surpresa desapontamento com processo manifestar desejo encontrar um resolucao beneficar para ambos parte,146.0,2.0,5.615384615384615,13.0,2.3461538461538463,2.17412,52.81076923076923,47.66961538461538,36.18076923076924,0.07692307692307693,0.0,0.0,0.11538461538461539,0.0,0.0,43.556923076923056,0.06164383561643835,5.857142857142857,0.0,0.16974785923957825,0.196833997964859,0.2247864305973053,0.1163393035531044,0.20054900646209717,0.22409388422966003,0.15646985173225403,0.16862037777900696,0.21300692856311798,0.2386896163225174,0.14408466219902039,0.1900932639837265,0.12666258215904236,0.17533999681472778,0.17769666016101837,0.24184928834438324
Tá bom ele deve estar apavorado agora !!!,medo,bom ele dever estar apavorar agora,31.0,1.0,4.428571428571429,7.0,1.8571428571428572,0.49945999999999996,88.27142857142857,84.135,49.792857142857144,0.375,0.375,0.0,0.2857142857142857,0.14285714285714285,0.5,100.68,0.03225806451612903,4.428571428571429,0.125,0.3210650682449341,0.3078839182853699,0.32178741693496704,0.3434600234031677,0.29512104392051697,0.36081594228744507,0.31871771812438965,0.32796818017959595,0.34612929821014404,0.30496272444725037,0.28829699754714966,0.3090425729751587,0.2938219904899597,0.3421015441417694,0.29898592829704285,0.25444984436035156
to com ódio só de lembrar,raiva,com odio lembrar,20.0,1.0,3.3333333333333335,6.0,1.1666666666666667,0.2938,130.72,128.15166666666667,60.766666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,135.76,0.0,3.3333333333333335,0.0,0.43025103211402893,0.3170301020145416,0.45706677436828613,0.3357839584350586,0.38619279861450195,0.4630151689052582,0.3955429494380951,0.47593218088150024,0.46001648902893066,0.44195136427879333,0.3991667926311493,0.4919068515300751,0.2837197184562683,0.3437443673610687,0.3760853111743927,0.35221734642982483
"- ""homem escroto""
- ""agressivo com mulheres""
- ""violento""
- ""assediador""
Ganha vergonha na puta da cara e vai pro caralho!",agressividade,homem escroto agressivo com mulher violento assediador ganhar vergonha puta cara ir pro caralho,89.0,1.0,5.235294117647059,17.0,2.235294117647059,1.4983799999999998,55.382352941176464,50.57617647058825,38.46764705882353,0.6190476190476191,0.047619047619047616,0.0,0.058823529411764705,0.058823529411764705,1.0,73.87428571428572,0.011235955056179775,3.5,0.0,0.23821981251239777,0.19055765867233276,0.3595970869064331,0.21534331142902374,0.28610411286354065,0.3557228446006775,0.3113788962364197,0.3890606164932251,0.31995731592178345,0.318531334400177,0.3292216956615448,0.32910579442977905,0.188985675573349,0.1614164561033249,0.19294436275959015,0.2226102501153946
"- Hum, o que você fez? Você realmente acha que eu sou tão bobo assim?? - Que… - o loiro olhou os olhos amarelos em formato de pacman que agora refletiam não só medo, mas sim profundo desapontamento - É isso que você ouviu Cell
- Não… Não me chama assim
(+)",decepção,hum que voce fazer voce realmente achar que ser tao bobo assim que loiro olhar olho amarelo formato pacman que agora refletir nao medo mas sim profundo desapontamento isso que voce ouvir cell nao nao chamar assim,190.0,3.0,4.130434782608695,15.333333333333334,1.6521739130434783,3.01145,92.0695652173913,88.571231884058,49.76811594202899,0.25,0.0,0.057692307692307696,0.13043478260869565,0.043478260869565216,0.4,102.7425641025641,0.03684210526315789,4.484848484848484,0.0,0.3470427095890045,0.2590647041797638,0.345283567905426,0.2558828592300415,0.3243860900402069,0.3776613771915436,0.32343921065330505,0.42456912994384766,0.42396944761276245,0.36889877915382385,0.3229754865169525,0.41272303462028503,0.25836536288261414,0.26876598596572876,0.39265570044517517,0.37136131525039673
"- Ninguém tem obrigação de carregar o peso de alguém a ponto disso atrapalhar a própria vida.
- A verdade sem amor não passa de crueldade.
- Ter 0 relações além da com ele te causa uma dependência emocional.
Vc precisa de um nvo ambiente para criar novos relacmnts. PDC um virtual",submissão,ninguem ter obrigacao carregar peso alguem ponto de isso atrapalhar proprio vida verdade sem amor nao passar crueldade ter relacoe aler com ele causar um dependencia emocional precisar nvo ambiente para criar novo relacmnt pdc virtual,222.0,5.0,4.530612244897959,9.8,1.7959183673469388,3.36401,89.08889795918368,85.14928571428572,47.8230612244898,0.1346153846153846,0.0,0.0,0.14583333333333334,0.041666666666666664,0.6666666666666666,93.33784615384616,0.03167420814479638,4.7368421052631575,0.0,0.3072112202644348,0.2733280658721924,0.34076130390167236,0.23492030799388885,0.27618348598480225,0.32565808296203613,0.3034403324127197,0.25753751397132874,0.2646659314632416,0.335254430770874,0.34712129831314087,0.2930402159690857,0.22825555503368378,0.19515866041183472,0.19252043962478638,0.2511395215988159
"- Número de pessoas. - Discurso intimidatório e ameaçador (""Tu cala a boca!""). - Terrorismo estocástico (""da minha filha cuido eu!"", ""vocês querem destruir a inocência e a pureza das crianças!"")",intimidação,numero pessoa discurso intimidatorio ameacador calar boca terrorismo estocastico meu filha cuidar voce querer destruir inocencia pureza de o crianca,145.0,4.0,5.178571428571429,7.0,2.25,2.40916,64.7,59.660000000000025,42.517857142857146,0.6129032258064516,0.0967741935483871,0.0,0.14285714285714285,0.0,0.0,71.61741935483872,0.027586206896551724,6.222222222222222,0.0,0.22058196365833282,0.20176692306995392,0.3609852194786072,0.197207510471344,0.2969958782196045,0.3800981044769287,0.35700398683547974,0.3768223226070404,0.35772639513015747,0.3262835741043091,0.3216603398323059,0.3322305679321289,0.20560412108898163,0.189523383975029,0.19615840911865234,0.2774907648563385
"- sua vida está precisando de mais doçura. Elimine a raiva, o ciúme e o remorso que você encontrará motivos para se alegrar!
- É preciso desapegar-se das estruturas materiais para fazer aquilo que ama. Seja mais independente!
- Deixe fluir a pureza que vem do coração
+",remorso,seu vida este precisar mais docura eliminar raiva ciume remorso que voce encontrar motivo para alegrar preciso desapegar se de o estrutura material para fazer aquilo que amar ser mais independente deixar fluir pureza que vir coracao,212.0,5.0,4.818181818181818,8.8,2.0681818181818183,3.26118,73.77309090909091,69.18727272727274,45.38363636363637,0.20833333333333334,0.041666666666666664,0.0,0.20930232558139536,0.046511627906976744,0.5,79.51599999999999,0.018867924528301886,4.75,0.0,0.35695549845695496,0.34362030029296875,0.3585640788078308,0.3347622752189636,0.33829033374786377,0.37739667296409607,0.3907929062843323,0.3330627381801605,0.32149752974510193,0.39838239550590515,0.39993077516555786,0.34462323784828186,0.29613199830055237,0.24162614345550537,0.2130640596151352,0.25780344009399414
"-Apego a solteirice -Desilusão amorosa próxima
-Superando traumas do passado e dando brecha a novas possibilidades.",decepção,-apego solteirice -desilusao amoroso proximo -superando trauma passado dar brecha novo possibilidade,96.0,1.0,6.0,16.0,2.5625,1.469,36.77,31.191250000000025,31.400000000000006,0.25,0.0,0.0,0.07692307692307693,0.0,0.0,24.860000000000014,0.03125,5.2727272727272725,0.0,0.3515160381793976,0.33791059255599976,0.3325073719024658,0.26577526330947876,0.2942529618740082,0.3362872302532196,0.30063390731811523,0.30461519956588745,0.3627672791481018,0.4036479592323303,0.3389991819858551,0.39029866456985474,0.22322408854961395,0.26070350408554077,0.2608341574668884,0.27339768409729004
"— E continuei assim. Até hoje toco com dois dedos só e o violão até solto. E muita gente que acha graça. Mas você gostando, ficar contente.
— E por isso mesmo eu queria que você fizesse a introdução daquele samba lindo que você fez com o Guilherme de Brito. Você faz pra mim?",alegria,continuei assim ate hoje tocar com dedo violao ate solto muito gente que achar graca mas voce gostar ficar contente por isso mesmo querer que voce fizesse introducao de aquele samba lindo que voce fazer com guilherme brito voce fazer pra eu,213.0,6.0,4.096153846153846,8.666666666666666,1.7115384615384615,3.26118,95.3076923076923,91.5394871794872,52.43397435897437,0.12962962962962962,0.0,0.018518518518518517,0.17307692307692307,0.0,0.0,97.97333333333331,0.03755868544600939,4.294117647058823,0.0,0.29775941371917725,0.31572896242141724,0.27281954884529114,0.34691908955574036,0.27565738558769226,0.3139179050922394,0.36005812883377075,0.30032098293304443,0.30523252487182617,0.3201633095741272,0.355431467294693,0.3068150281906128,0.31590938568115234,0.28421902656555176,0.2813820242881775,0.23709861934185028
"— Ter um filho de Netuno por perto é mau presságio. A última vez que um ingressou na legião... bem, foi em 1906. Houve um terremoto gigantesco. Enfim... Os romanos temem Netuno, mas não o amam.
só nos odeiao, nos maltratarão
não pedimos pro cara de peixe ser nosso pai!!!!!",antecipacao,ter filho netuno por perto mau pressagio ultimo vez que ingressar legiao bem ser haver terremoto gigantesco enfim romano temer netuno mas nao amar em o odeiao em o maltratarao nao pedir pro cara peixe ser nosso pai,205.0,6.0,4.183673469387755,8.166666666666666,1.6938775510204083,3.29056,96.8773469387755,93.13976190476191,51.76003401360545,0.36,0.1,0.0,0.14583333333333334,0.08333333333333333,0.5,97.81333333333335,0.03482587064676617,4.029411764705882,0.06,0.21368105709552765,0.1660003364086151,0.23684518039226532,0.16765674948692322,0.2185101956129074,0.21493878960609436,0.1964532434940338,0.22366975247859955,0.2217603623867035,0.23244135081768036,0.1796688586473465,0.22138360142707825,0.13247719407081604,0.17281626164913177,0.20840059220790863,0.1870369166135788
":(
fale pra ele ler o livro da contrição perfeita, uma chave de ouro para o céu, tem 30-35 paginas, vai ajudar bastante",remorso,falar pra ele ler livro contricao perfazer um chave ouro para ceu ter pagina ir ajudar bastante,91.0,1.0,4.136363636363637,22.0,1.6363636363636365,1.42493,86.21818181818182,82.88954545454546,47.377272727272725,0.2608695652173913,0.0,0.0,0.19047619047619047,0.09523809523809523,2.0,89.38434782608694,0.0,4.0,0.0,0.19050215184688568,0.24895739555358887,0.2012881338596344,0.25122392177581787,0.1697855293750763,0.19501173496246338,0.23036065697669983,0.21171467006206512,0.2077985256910324,0.25415903329849243,0.23426377773284912,0.21306930482387543,0.26033225655555725,0.2039608210325241,0.2005670815706253,0.17310723662376404
":(
Aqui piscou muito mas não faltou. O Bowie que está apavorado",medo,aqui piscar muito mas nao faltar bowie que este apavorar,49.0,2.0,4.454545454545454,5.5,1.6363636363636365,0.76388,103.04818181818182,99.38954545454546,50.0659090909091,0.25,0.0,0.0,0.18181818181818182,0.09090909090909091,0.5,111.75999999999999,0.061224489795918366,4.3,0.0,0.42776352167129517,0.35832005739212036,0.37990182638168335,0.3584800064563751,0.3880099654197693,0.42816442251205444,0.37650996446609497,0.42919835448265076,0.4606326222419739,0.4008466601371765,0.3746674060821533,0.41243910789489746,0.3150877356529236,0.3518596291542053,0.3681429326534271,0.3484995663166046
":000 chocado
sabia que ela estava por trás disso, n é atoa os nomes parecidos",surpresa,chocar saber que ela estar por tra de isso atoa nome parecir,61.0,1.0,4.066666666666666,15.0,1.6666666666666667,0.9254699999999999,91.54,88.00166666666668,50.503333333333345,0.13333333333333333,0.0,0.0,0.35714285714285715,0.14285714285714285,2.0,90.4,0.0,4.076923076923077,0.06666666666666667,0.23398903012275696,0.24165305495262146,0.29088181257247925,0.23130659759044647,0.2509688436985016,0.2715356945991516,0.2527662217617035,0.3302723467350006,0.3314989507198334,0.3208276033401489,0.295318067073822,0.31572067737579346,0.2303675413131714,0.2067689448595047,0.32790982723236084,0.2458888292312622
! demonstro através da iconografia o meu desapontamento referente a sua afirmação,decepção,demonstro atrave iconografia meu desapontamento referente seu afirmacao,69.0,1.0,6.2727272727272725,11.0,2.4545454545454546,1.0283,48.347272727272724,42.9168181818182,30.504545454545465,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.0,51.52000000000001,0.0,6.2727272727272725,0.0,0.2897482216358185,0.28255507349967957,0.3624042868614197,0.23725862801074982,0.2972450852394104,0.34554076194763184,0.3377222716808319,0.37049955129623413,0.37242594361305237,0.40425562858581543,0.28940755128860474,0.42452970147132874,0.26326972246170044,0.2706265449523926,0.29857152700424194,0.3209688067436218
"?
Não mesmo.
A Jéssica já lhe deu unf e ainda ontem disse que ele foi e é uma desilusão e que não se vão dar cá fora",decepção,nao mesmo jessica ele dar unf ainda ontem dizer que ele ir um desilusao que nao vao dar fora,87.0,1.0,3.2222222222222223,27.0,1.3703703703703705,1.30741,97.07777777777778,94.46092592592593,54.494444444444454,0.07142857142857142,0.0,0.03571428571428571,0.14814814814814814,0.1111111111111111,1.0,101.73714285714286,0.034482758620689655,3.3636363636363638,0.0,0.36252105236053467,0.2891576886177063,0.38051146268844604,0.27748334407806396,0.32846251130104065,0.3808707892894745,0.4049249291419983,0.36848512291908264,0.38084885478019714,0.4068067669868469,0.30987364053726196,0.41094571352005005,0.30230453610420227,0.34623053669929504,0.3600858151912689,0.32271093130111694
"? oq tem a ver? eu gosto de moda pia (gosto pra krlh na real), por isso n quero nego me vestindo com look náusea",nojo,ter ver gostar moda pia gostar pra krlh real por isso querer nego vestir com look nause,83.0,2.0,3.4583333333333335,12.0,1.5,1.29272,104.60000000000001,101.38500000000002,57.454166666666666,0.2,0.0,0.08,0.20833333333333334,0.041666666666666664,0.25,109.32000000000001,0.0,3.380952380952381,0.0,0.22989504039287567,0.18975545465946198,0.17514345049858093,0.21986570954322815,0.17179928719997406,0.2179676592350006,0.22300919890403748,0.23113541305065155,0.20646846294403076,0.16552788019180298,0.1777210533618927,0.16543421149253845,0.1857444941997528,0.20858092606067657,0.13944131135940552,0.18575692176818848
"...
...
...
Meus deuses que desapontamento que estou sentindo",decepção,meu deuse que desapontamento que estar sentir,43.0,1.0,6.142857142857143,7.0,2.2857142857142856,0.76388,62.557142857142864,57.43500000000003,33.16428571428572,0.9,0.0,0.0,0.14285714285714285,0.14285714285714285,0.5,100.39999999999999,0.023255813953488372,6.666666666666667,0.3,0.4212484359741211,0.3468014597892761,0.3721032440662384,0.33236780762672424,0.3405822813510895,0.37661829590797424,0.3639783263206482,0.3803439736366272,0.4096297323703766,0.4192689061164856,0.33644184470176697,0.42704591155052185,0.2920747995376587,0.3338761031627655,0.3387858271598816,0.31838756799697876
"... certo, come l'autentico e ""credibilissimo"" messaggio ""intimidatorio"" di Agosto a Calderoli:
<<[...] siamo la mafia [...]>>",intimidação,certo comer l'autentico credibilissimo messaggio intimidatorio agosto calderoli,86.0,2.0,6.142857142857143,7.0,2.7142857142857144,1.6159,36.84285714285714,30.735000000000014,33.16428571428572,1.411764705882353,0.0,0.0,0.07692307692307693,0.0,0.0,56.218823529411765,0.023255813953488372,3.888888888888889,0.17647058823529413,0.21920683979988098,0.25910982489585876,0.3068041503429413,0.2383715808391571,0.2617305517196655,0.2998456358909607,0.2953401207923889,0.2937815189361572,0.3086758255958557,0.2987130284309387,0.2655462622642517,0.26791587471961975,0.23819608986377716,0.2207929790019989,0.24795691668987274,0.2601402997970581
"… escrito por Lúcia Vicente e ilustrado por Tiago M., irrompeu na livraria um protesto intimidatório, de megafone na mão, tentando silenciar as vozes da autora e das apresentadoras, e confrontando diretamente o público que assistia.",intimidação,escrever por lucia vicente ilustrar por tiago irromper livraria protesto intimidatorio megafone mao tentar silenciar voz autora de o apresentadora confrontar diretamente publico que assister,190.0,2.0,5.428571428571429,17.5,2.3142857142857145,2.8939299999999997,50.13285714285714,45.155,36.417857142857144,0.16666666666666666,0.0,0.0,0.20588235294117646,0.0,0.0,45.28,0.021052631578947368,5.538461538461538,0.0,0.17820748686790466,0.1376933753490448,0.2369215488433838,0.1571817398071289,0.21425239741802216,0.2499932497739792,0.21268217265605927,0.28213486075401306,0.3104257881641388,0.2686539590358734,0.2114761471748352,0.26114267110824585,0.1098012924194336,0.1618899405002594,0.20955988764762878,0.2490191012620926
