fold,emocao,regra,consequente,confianca,suporte
1,admiration,"SE p_lr é ALTO E p_bert é ALTO E sent_pos é MUITO_ALTO E sent_neg é MUITO_BAIXO E sent_neu é BAIXO E outras é BAIXO ENTÃO pertinência(admiration) é ALTA  [conf=0.97, suporte=221.8]",alta,0.9727,221.83
1,admiration,"SE p_lr é ALTO E p_bert é ALTO E sent_pos é MUITO_ALTO E sent_neg é MUITO_BAIXO E sent_neu é BAIXO E outras é ALTO ENTÃO pertinência(admiration) é ALTA  [conf=0.97, suporte=213.6]",alta,0.9678,213.58
1,admiration,"SE p_lr é BAIXO E p_bert é ALTO E sent_pos é MUITO_BAIXO E sent_neg é MUITO_BAIXO E sent_neu é ALTO E outras é BAIXO ENTÃO pertinência(admiration) é ALTA  [conf=0.87, suporte=157.2]",alta,0.8707,157.16
1,admiration,"SE p_lr é BAIXO E p_bert é ALTO E sent_pos é MUITO_BAIXO E sent_neg é MUITO_BAIXO E sent_neu é ALTO E outras é ALTO ENTÃO pertinência(admiration) é ALTA  [conf=0.89, suporte=130.0]",alta,0.8862,130.01
1,admiration,"SE p_lr é ALTO E p_bert é BAIXO E sent_pos é ALTO E sent_neg é MUITO_BAIXO E sent_neu é BAIXO E outras é BAIXO ENTÃO pertinência(admiration) é ALTA  [conf=0.78, suporte=123.9]",alta,0.7774,123.91
1,admiration,"SE p_lr é BAIXO E p_bert é BAIXO E sent_pos é MUITO_ALTO E sent_neg é MUITO_BAIXO E sent_neu é BAIXO E outras é ALTO ENTÃO pertinência(admiration) é BAIXA  [conf=0.73, suporte=110.6]",baixa,0.7333,110.6
1,admiration,"SE p_lr é ALTO E p_bert é BAIXO E sent_pos é MUITO_BAIXO E sent_neg é MUITO_BAIXO E sent_neu é ALTO E outras é ALTO ENTÃO pertinência(admiration) é ALTA  [conf=0.67, suporte=103.8]",alta,0.6675,103.81
1,admiration,"SE p_lr é BAIXO E p_bert é BAIXO E sent_pos é BAIXO E sent_neg é BAIXO E sent_neu é BAIXO E outras é ALTO ENTÃO pertinência(admiration) é BAIXA  [conf=0.84, suporte=103.2]",baixa,0.8412,103.24
1,admiration,"SE p_lr é BAIXO E p_bert é BAIXO E sent_pos é MUITO_BAIXO E sent_neg é MUITO_ALTO E sent_neu é BAIXO E outras é ALTO ENTÃO pertinência(admiration) é BAIXA  [conf=0.96, suporte=100.1]",baixa,0.9586,100.15
1,admiration,"SE p_lr é BAIXO E p_bert é ALTO E sent_pos é ALTO E sent_neg é MUITO_BAIXO E sent_neu é BAIXO E outras é ALTO ENTÃO pertinência(admiration) é ALTA  [conf=0.82, suporte=82.6]",alta,0.8222,82.6
1,admiration,"SE p_lr é ALTO E p_bert é BAIXO E sent_pos é ALTO E sent_neg é MUITO_BAIXO E sent_neu é BAIXO E outras é ALTO ENTÃO pertinência(admiration) é ALTA  [conf=0.77, suporte=78.8]",alta,0.7699,78.77
1,admiration,"SE p_lr é BAIXO E p_bert é BAIXO E sent_pos é MUITO_ALTO E sent_neg é MUITO_BAIXO E sent_neu é BAIXO E outras é BAIXO ENTÃO pertinência(admiration) é BAIXA  [conf=0.71, suporte=59.8]",baixa,0.7143,59.81
1,admiration,"SE p_lr é BAIXO E p_bert é BAIXO E sent_pos é MUITO_BAIXO E sent_neg é MUITO_ALTO E sent_neu é BAIXO E outras é BAIXO ENTÃO pertinência(admiration) é BAIXA  [conf=1.00, suporte=55.0]",baixa,0.9996,55.02
1,admiration,"SE p_lr é BAIXO E p_bert é ALTO E sent_pos é ALTO E sent_neg é MUITO_BAIXO E sent_neu é BAIXO E outras é BAIXO ENTÃO pertinência(admiration) é ALTA  [conf=0.83, suporte=41.3]",alta,0.8282,41.33
1,admiration,"SE p_lr é BAIXO E p_bert é BAIXO E sent_pos é BAIXO E sent_neg é BAIXO E sent_neu é BAIXO E outras é BAIXO ENTÃO pertinência(admiration) é BAIXA  [conf=0.89, suporte=37.3]",baixa,0.8918,37.33
1,admiration,"SE p_lr é ALTO E p_bert é ALTO E sent_pos é BAIXO E sent_neg é BAIXO E sent_neu é BAIXO E outras é ALTO ENTÃO pertinência(admiration) é ALTA  [conf=0.96, suporte=27.6]",alta,0.9583,27.6
1,admiration,"SE p_lr é ALTO E p_bert é ALTO E sent_pos é MUITO_BAIXO E sent_neg é ALTO E sent_neu é BAIXO E outras é ALTO ENTÃO pertinência(admiration) é ALTA  [conf=0.93, suporte=23.2]",alta,0.9296,23.17
1,admiration,"SE p_lr é ALTO E p_bert é ALTO E sent_pos é BAIXO E sent_neg é BAIXO E sent_neu é BAIXO E outras é BAIXO ENTÃO pertinência(admiration) é ALTA  [conf=0.97, suporte=16.0]",alta,0.9728,16.0
1,admiration,"SE p_lr é ALTO E p_bert é BAIXO E sent_pos é MUITO_ALTO E sent_neg é MUITO_BAIXO E sent_neu é BAIXO E outras é BAIXO ENTÃO pertinência(admiration) é ALTA  [conf=0.66, suporte=14.3]",alta,0.6607,14.27
1,admiration,"SE p_lr é ALTO E p_bert é BAIXO E sent_pos é MUITO_ALTO E sent_neg é MUITO_BAIXO E sent_neu é BAIXO E outras é ALTO ENTÃO pertinência(admiration) é ALTA  [conf=0.65, suporte=13.9]",alta,0.6451,13.94
1,admiration,"SE p_lr é ALTO E p_bert é BAIXO E sent_pos é MUITO_BAIXO E sent_neg é ALTO E sent_neu é BAIXO E outras é BAIXO ENTÃO pertinência(admiration) é MEDIA  [conf=0.94, suporte=13.9]",media,0.9446,13.9
1,admiration,"SE p_lr é ALTO E p_bert é BAIXO E sent_pos é MUITO_BAIXO E sent_neg é ALTO E sent_neu é BAIXO E outras é ALTO ENTÃO pertinência(admiration) é MEDIA  [conf=0.91, suporte=10.8]",media,0.912,10.8
1,admiration,"SE p_lr é ALTO E p_bert é BAIXO E sent_pos é BAIXO E sent_neg é BAIXO E sent_neu é BAIXO E outras é ALTO ENTÃO pertinência(admiration) é ALTA  [conf=0.79, suporte=10.5]",alta,0.7869,10.48
1,admiration,"SE p_lr é BAIXO E p_bert é ALTO E sent_pos é MUITO_BAIXO E sent_neg é ALTO E sent_neu é BAIXO E outras é ALTO ENTÃO pertinência(admiration) é ALTA  [conf=0.87, suporte=9.8]",alta,0.8692,9.83
1,admiration,"SE p_lr é ALTO E p_bert é ALTO E sent_pos é MUITO_BAIXO E sent_neg é ALTO E sent_neu é BAIXO E outras é BAIXO ENTÃO pertinência(admiration) é ALTA  [conf=0.92, suporte=9.4]",alta,0.9239,9.42
1,admiration,"SE p_lr é BAIXO E p_bert é ALTO E sent_pos é MUITO_BAIXO E sent_neg é ALTO E sent_neu é BAIXO E outras é BAIXO ENTÃO pertinência(admiration) é ALTA  [conf=0.98, suporte=6.4]",alta,0.9832,6.4
1,admiration,"SE p_lr é BAIXO E p_bert é ALTO E sent_pos é MUITO_ALTO E sent_neg é MUITO_BAIXO E sent_neu é BAIXO E outras é ALTO ENTÃO pertinência(admiration) é ALTA  [conf=0.87, suporte=5.3]",alta,0.867,5.33
1,admiration,"SE p_lr é ALTO E p_bert é BAIXO E sent_pos é MUITO_BAIXO E sent_neg é MUITO_ALTO E sent_neu é BAIXO E outras é ALTO ENTÃO pertinência(admiration) é ALTA  [conf=0.78, suporte=4.7]",alta,0.7784,4.72
1,admiration,"SE p_lr é ALTO E p_bert é BAIXO E sent_pos é BAIXO E sent_neg é BAIXO E sent_neu é BAIXO E outras é BAIXO ENTÃO pertinência(admiration) é ALTA  [conf=0.79, suporte=4.4]",alta,0.7885,4.4
1,admiration,"SE p_lr é ALTO E p_bert é BAIXO E sent_pos é MUITO_BAIXO E sent_neg é MUITO_ALTO E sent_neu é BAIXO E outras é BAIXO ENTÃO pertinência(admiration) é ALTA  [conf=0.69, suporte=4.4]",alta,0.6939,4.37
1,admiration,"SE p_lr é ALTO E p_bert é ALTO E sent_pos é MUITO_BAIXO E sent_neg é MUITO_ALTO E sent_neu é BAIXO E outras é ALTO ENTÃO pertinência(admiration) é ALTA  [conf=0.99, suporte=2.7]",alta,0.9946,2.72
1,admiration,"SE p_lr é BAIXO E p_bert é ALTO E sent_pos é MUITO_ALTO E sent_neg é MUITO_BAIXO E sent_neu é BAIXO E outras é BAIXO ENTÃO pertinência(admiration) é ALTA  [conf=0.93, suporte=2.1]",alta,0.9277,2.08
1,admiration,"SE p_lr é BAIXO E p_bert é ALTO E sent_pos é BAIXO E sent_neg é BAIXO E sent_neu é BAIXO E outras é ALTO ENTÃO pertinência(admiration) é ALTA  [conf=0.58, suporte=1.3]",alta,0.5787,1.29
1,admiration,"SE p_lr é BAIXO E p_bert é ALTO E sent_pos é BAIXO E sent_neg é BAIXO E sent_neu é BAIXO E outras é BAIXO ENTÃO pertinência(admiration) é ALTA  [conf=0.80, suporte=1.1]",alta,0.7971,1.06
1,admiration,"SE p_lr é BAIXO E p_bert é ALTO E sent_pos é MUITO_BAIXO E sent_neg é MUITO_ALTO E sent_neu é BAIXO E outras é ALTO ENTÃO pertinência(admiration) é ALTA  [conf=0.97, suporte=0.8]",alta,0.9736,0.81
1,admiration,"SE p_lr é ALTO E p_bert é ALTO E sent_pos é MUITO_BAIXO E sent_neg é MUITO_ALTO E sent_neu é BAIXO E outras é BAIXO ENTÃO pertinência(admiration) é ALTA  [conf=0.78, suporte=0.2]",alta,0.7797,0.19
1,admiration,"SE p_lr é BAIXO E p_bert é BAIXO E sent_pos é ALTO E sent_neg é BAIXO E sent_neu é BAIXO E outras é ALTO ENTÃO pertinência(admiration) é BAIXA  [conf=0.90, suporte=0.1]",baixa,0.9039,0.15
1,admiration,"SE p_lr é ALTO E p_bert é ALTO E sent_pos é ALTO E sent_neg é BAIXO E sent_neu é BAIXO E outras é ALTO ENTÃO pertinência(admiration) é ALTA  [conf=0.97, suporte=0.1]",alta,0.97,0.13
1,admiration,"SE p_lr é BAIXO E p_bert é BAIXO E sent_pos é ALTO E sent_neg é BAIXO E sent_neu é BAIXO E outras é BAIXO ENTÃO pertinência(admiration) é BAIXA  [conf=0.58, suporte=0.0]",baixa,0.5787,0.04
1,admiration,"SE p_lr é ALTO E p_bert é BAIXO E sent_pos é ALTO E sent_neg é BAIXO E sent_neu é BAIXO E outras é ALTO ENTÃO pertinência(admiration) é MEDIA  [conf=0.90, suporte=0.0]",media,0.9003,0.03
1,admiration,"SE p_lr é BAIXO E p_bert é BAIXO E sent_pos é BAIXO E sent_neg é ALTO E sent_neu é BAIXO E outras é ALTO ENTÃO pertinência(admiration) é BAIXA  [conf=0.72, suporte=0.0]",baixa,0.7195,0.02
1,admiration,"SE p_lr é ALTO E p_bert é BAIXO E sent_pos é ALTO E sent_neg é BAIXO E sent_neu é BAIXO E outras é BAIXO ENTÃO pertinência(admiration) é MEDIA  [conf=0.92, suporte=0.0]",media,0.9233,0.0
1,admiration,"SE p_lr é BAIXO E p_bert é BAIXO E sent_pos é BAIXO E sent_neg é ALTO E sent_neu é BAIXO E outras é BAIXO ENTÃO pertinência(admiration) é BAIXA  [conf=1.00, suporte=0.0]",baixa,1.0,0.0
1,admiration,"SE p_lr é ALTO E p_bert é ALTO E sent_pos é ALTO E sent_neg é BAIXO E sent_neu é BAIXO E outras é BAIXO ENTÃO pertinência(admiration) é ALTA  [conf=0.99, suporte=0.0]",alta,0.9901,0.0
1,admiration,"SE p_lr é ALTO E p_bert é ALTO E sent_pos é BAIXO E sent_neg é ALTO E sent_neu é BAIXO E outras é BAIXO ENTÃO pertinência(admiration) é ALTA  [conf=1.00, suporte=0.0]",alta,0.9956,0.0
1,admiration,"SE p_lr é ALTO E p_bert é ALTO E sent_pos é BAIXO E sent_neg é ALTO E sent_neu é BAIXO E outras é ALTO ENTÃO pertinência(admiration) é ALTA  [conf=1.00, suporte=0.0]",alta,0.9996,0.0
1,admiration,"SE p_lr é BAIXO E p_bert é ALTO E sent_pos é ALTO E sent_neg é BAIXO E sent_neu é BAIXO E outras é ALTO ENTÃO pertinência(admiration) é BAIXA  [conf=0.99, suporte=0.0]",baixa,0.9908,0.0
1,admiration,"SE p_lr é ALTO E p_bert é BAIXO E sent_pos é BAIXO E sent_neg é ALTO E sent_neu é BAIXO E outras é BAIXO ENTÃO pertinência(admiration) é ALTA  [conf=0.99, suporte=0.0]",alta,0.9891,0.0
1,admiration,"SE p_lr é ALTO E p_bert é BAIXO E sent_pos é BAIXO E sent_neg é ALTO E sent_neu é BAIXO E outras é ALTO ENTÃO pertinência(admiration) é BAIXA  [conf=0.94, suporte=0.0]",baixa,0.9353,0.0
1,amusement,"SE p_lr é BAIXO E p_bert é BAIXO E sent_pos é MUITO_BAIXO E sent_neg é MUITO_BAIXO E sent_neu é ALTO E outras é BAIXO ENTÃO pertinência(amusement) é BAIXA  [conf=0.88, suporte=7773.9]",baixa,0.8831,7773.89
1,amusement,"SE p_lr é BAIXO E p_bert é BAIXO E sent_pos é MUITO_BAIXO E sent_neg é MUITO_BAIXO E sent_neu é ALTO E outras é ALTO ENTÃO pertinência(amusement) é BAIXA  [conf=0.90, suporte=7174.3]",baixa,0.8991,7174.33
1,amusement,"SE p_lr é ALTO E p_bert é ALTO E sent_pos é MUITO_BAIXO E sent_neg é MUITO_BAIXO E sent_neu é ALTO E outras é BAIXO ENTÃO pertinência(amusement) é ALTA  [conf=0.99, suporte=4420.3]",alta,0.9889,4420.32
1,amusement,"SE p_lr é ALTO E p_bert é ALTO E sent_pos é MUITO_BAIXO E sent_neg é MUITO_BAIXO E sent_neu é ALTO E outras é ALTO ENTÃO pertinência(amusement) é ALTA  [conf=0.99, suporte=2534.6]",alta,0.9858,2534.56
1,amusement,"SE p_lr é BAIXO E p_bert é BAIXO E sent_pos é ALTO E sent_neg é MUITO_BAIXO E sent_neu é BAIXO E outras é ALTO ENTÃO pertinência(amusement) é BAIXA  [conf=0.91, suporte=1939.2]",baixa,0.9146,1939.16
1,amusement,"SE p_lr é BAIXO E p_bert é BAIXO E sent_pos é ALTO E sent_neg é MUITO_BAIXO E sent_neu é BAIXO E outras é BAIXO ENTÃO pertinência(amusement) é BAIXA  [conf=0.91, suporte=1793.8]",baixa,0.9063,1793.84
1,amusement,"SE p_lr é ALTO E p_bert é ALTO E sent_pos é ALTO E sent_neg é MUITO_BAIXO E sent_neu é BAIXO E outras é BAIXO ENTÃO pertinência(amusement) é ALTA  [conf=0.99, suporte=1224.3]",alta,0.9867,1224.29
1,amusement,"SE p_lr é BAIXO E p_bert é BAIXO E sent_pos é MUITO_BAIXO E sent_neg é ALTO E sent_neu é BAIXO E outras é ALTO ENTÃO pertinência(amusement) é BAIXA  [conf=0.96, suporte=1141.3]",baixa,0.9564,1141.35
1,amusement,"SE p_lr é ALTO E p_bert é ALTO E sent_pos é ALTO E sent_neg é MUITO_BAIXO E sent_neu é BAIXO E outras é ALTO ENTÃO pertinência(amusement) é ALTA  [conf=0.98, suporte=940.6]",alta,0.9817,940.62
1,amusement,"SE p_lr é BAIXO E p_bert é BAIXO E sent_pos é MUITO_BAIXO E sent_neg é ALTO E sent_neu é BAIXO E outras é BAIXO ENTÃO pertinência(amusement) é BAIXA  [conf=0.88, suporte=858.6]",baixa,0.8777,858.61
1,amusement,"SE p_lr é ALTO E p_bert é ALTO E sent_pos é MUITO_BAIXO E sent_neg é ALTO E sent_neu é BAIXO E outras é BAIXO ENTÃO pertinência(amusement) é ALTA  [conf=0.98, suporte=324.3]",alta,0.9783,324.33
1,amusement,"SE p_lr é ALTO E p_bert é ALTO E sent_pos é MUITO_BAIXO E sent_neg é ALTO E sent_neu é BAIXO E outras é ALTO ENTÃO pertinência(amusement) é ALTA  [conf=0.97, suporte=238.2]",alta,0.9727,238.16
1,amusement,"SE p_lr é BAIXO E p_bert é BAIXO E sent_pos é MUITO_ALTO E sent_neg é MUITO_BAIXO E sent_neu é BAIXO E outras é ALTO ENTÃO pertinência(amusement) é BAIXA  [conf=0.94, suporte=226.0]",baixa,0.9364,226.02
1,amusement,"SE p_lr é BAIXO E p_bert é BAIXO E sent_pos é MUITO_ALTO E sent_neg é MUITO_BAIXO E sent_neu é BAIXO E outras é BAIXO ENTÃO pertinência(amusement) é BAIXA  [conf=0.96, suporte=143.4]",baixa,0.957,143.39
1,amusement,"SE p_lr é BAIXO E p_bert é BAIXO E sent_pos é BAIXO E sent_neg é BAIXO E sent_neu é BAIXO E outras é ALTO ENTÃO pertinência(amusement) é BAIXA  [conf=0.87, suporte=133.0]",baixa,0.868,132.95
1,amusement,"SE p_lr é ALTO E p_bert é BAIXO E sent_pos é MUITO_BAIXO E sent_neg é MUITO_BAIXO E sent_neu é ALTO E outras é BAIXO ENTÃO pertinência(amusement) é ALTA  [conf=0.89, suporte=123.0]",alta,0.8887,122.95
1,amusement,"SE p_lr é BAIXO E p_bert é BAIXO E sent_pos é MUITO_BAIXO E sent_neg é MUITO_ALTO E sent_neu é BAIXO E outras é ALTO ENTÃO pertinência(amusement) é BAIXA  [conf=0.93, suporte=113.7]",baixa,0.9313,113.72
1,amusement,"SE p_lr é BAIXO E p_bert é ALTO E sent_pos é MUITO_BAIXO E sent_neg é MUITO_BAIXO E sent_neu é ALTO E outras é BAIXO ENTÃO pertinência(amusement) é ALTA  [conf=0.98, suporte=100.6]",alta,0.9758,100.56
1,amusement,"SE p_lr é ALTO E p_bert é ALTO E sent_pos é MUITO_ALTO E sent_neg é MUITO_BAIXO E sent_neu é BAIXO E outras é BAIXO ENTÃO pertinência(amusement) é ALTA  [conf=0.98, suporte=99.4]",alta,0.9847,99.38
1,amusement,"SE p_lr é ALTO E p_bert é ALTO E sent_pos é MUITO_ALTO E sent_neg é MUITO_BAIXO E sent_neu é BAIXO E outras é ALTO ENTÃO pertinência(amusement) é ALTA  [conf=0.98, suporte=97.2]",alta,0.9832,97.17
1,amusement,"SE p_lr é BAIXO E p_bert é ALTO E sent_pos é MUITO_BAIXO E sent_neg é MUITO_BAIXO E sent_neu é ALTO E outras é ALTO ENTÃO pertinência(amusement) é ALTA  [conf=0.97, suporte=96.8]",alta,0.9701,96.83
1,amusement,"SE p_lr é BAIXO E p_bert é BAIXO E sent_pos é MUITO_BAIXO E sent_neg é MUITO_ALTO E sent_neu é BAIXO E outras é BAIXO ENTÃO pertinência(amusement) é BAIXA  [conf=0.92, suporte=66.1]",baixa,0.921,66.09
1,amusement,"SE p_lr é ALTO E p_bert é ALTO E sent_pos é BAIXO E sent_neg é BAIXO E sent_neu é BAIXO E outras é ALTO ENTÃO pertinência(amusement) é ALTA  [conf=0.99, suporte=53.3]",alta,0.9915,53.3
1,amusement,"SE p_lr é BAIXO E p_bert é BAIXO E sent_pos é BAIXO E sent_neg é BAIXO E sent_neu é BAIXO E outras é BAIXO ENTÃO pertinência(amusement) é BAIXA  [conf=0.92, suporte=50.8]",baixa,0.9182,50.79
1,amusement,"SE p_lr é ALTO E p_bert é ALTO E sent_pos é MUITO_BAIXO E sent_neg é MUITO_ALTO E sent_neu é BAIXO E outras é ALTO ENTÃO pertinência(amusement) é ALTA  [conf=0.99, suporte=36.3]",alta,0.9902,36.33
1,amusement,"SE p_lr é ALTO E p_bert é ALTO E sent_pos é BAIXO E sent_neg é BAIXO E sent_neu é BAIXO E outras é BAIXO ENTÃO pertinência(amusement) é ALTA  [conf=0.98, suporte=29.3]",alta,0.9848,29.28
1,amusement,"SE p_lr é BAIXO E p_bert é ALTO E sent_pos é MUITO_BAIXO E sent_neg é ALTO E sent_neu é BAIXO E outras é ALTO ENTÃO pertinência(amusement) é ALTA  [conf=0.96, suporte=27.0]",alta,0.9637,27.05
1,amusement,"SE p_lr é ALTO E p_bert é BAIXO E sent_pos é MUITO_BAIXO E sent_neg é MUITO_BAIXO E sent_neu é ALTO E outras é ALTO ENTÃO pertinência(amusement) é ALTA  [conf=0.68, suporte=18.3]",alta,0.6767,18.32
1,amusement,"SE p_lr é ALTO E p_bert é ALTO E sent_pos é MUITO_BAIXO E sent_neg é MUITO_ALTO E sent_neu é BAIXO E outras é BAIXO ENTÃO pertinência(amusement) é ALTA  [conf=1.00, suporte=12.9]",alta,0.9998,12.86
1,amusement,"SE p_lr é BAIXO E p_bert é ALTO E sent_pos é MUITO_BAIXO E sent_neg é ALTO E sent_neu é BAIXO E outras é BAIXO ENTÃO pertinência(amusement) é ALTA  [conf=0.99, suporte=11.0]",alta,0.9871,11.02
1,amusement,"SE p_lr é ALTO E p_bert é BAIXO E sent_pos é MUITO_BAIXO E sent_neg é ALTO E sent_neu é BAIXO E outras é BAIXO ENTÃO pertinência(amusement) é ALTA  [conf=0.93, suporte=10.6]",alta,0.9284,10.6
1,amusement,"SE p_lr é BAIXO E p_bert é ALTO E sent_pos é ALTO E sent_neg é MUITO_BAIXO E sent_neu é BAIXO E outras é BAIXO ENTÃO pertinência(amusement) é ALTA  [conf=0.89, suporte=9.7]",alta,0.8852,9.71
1,amusement,"SE p_lr é ALTO E p_bert é BAIXO E sent_pos é ALTO E sent_neg é MUITO_BAIXO E sent_neu é BAIXO E outras é ALTO ENTÃO pertinência(amusement) é ALTA  [conf=0.92, suporte=9.3]",alta,0.924,9.34
1,amusement,"SE p_lr é ALTO E p_bert é BAIXO E sent_pos é ALTO E sent_neg é MUITO_BAIXO E sent_neu é BAIXO E outras é BAIXO ENTÃO pertinência(amusement) é BAIXA  [conf=0.70, suporte=5.2]",baixa,0.7025,5.2
1,amusement,"SE p_lr é BAIXO E p_bert é ALTO E sent_pos é MUITO_BAIXO E sent_neg é MUITO_ALTO E sent_neu é BAIXO E outras é ALTO ENTÃO pertinência(amusement) é ALTA  [conf=1.00, suporte=4.4]",alta,1.0,4.44
1,amusement,"SE p_lr é BAIXO E p_bert é ALTO E sent_pos é MUITO_ALTO E sent_neg é MUITO_BAIXO E sent_neu é BAIXO E outras é BAIXO ENTÃO pertinência(amusement) é ALTA  [conf=0.99, suporte=3.1]",alta,0.9852,3.14
1,amusement,"SE p_lr é BAIXO E p_bert é ALTO E sent_pos é MUITO_ALTO E sent_neg é MUITO_BAIXO E sent_neu é BAIXO E outras é ALTO ENTÃO pertinência(amusement) é ALTA  [conf=0.96, suporte=3.1]",alta,0.9578,3.13
1,amusement,"SE p_lr é ALTO E p_bert é BAIXO E sent_pos é BAIXO E sent_neg é BAIXO E sent_neu é BAIXO E outras é ALTO ENTÃO pertinência(amusement) é ALTA  [conf=1.00, suporte=2.3]",alta,0.9977,2.3
1,amusement,"SE p_lr é ALTO E p_bert é BAIXO E sent_pos é MUITO_BAIXO E sent_neg é MUITO_ALTO E sent_neu é BAIXO E outras é ALTO ENTÃO pertinência(amusement) é ALTA  [conf=1.00, suporte=2.2]",alta,1.0,2.22
1,amusement,"SE p_lr é ALTO E p_bert é BAIXO E sent_pos é MUITO_ALTO E sent_neg é MUITO_BAIXO E sent_neu é BAIXO E outras é ALTO ENTÃO pertinência(amusement) é ALTA  [conf=1.00, suporte=2.1]",alta,0.9984,2.12
1,amusement,"SE p_lr é BAIXO E p_bert é ALTO E sent_pos é ALTO E sent_neg é MUITO_BAIXO E sent_neu é BAIXO E outras é ALTO ENTÃO pertinência(amusement) é ALTA  [conf=0.89, suporte=1.5]",alta,0.891,1.48
1,amusement,"SE p_lr é ALTO E p_bert é BAIXO E sent_pos é MUITO_ALTO E sent_neg é MUITO_BAIXO E sent_neu é BAIXO E outras é BAIXO ENTÃO pertinência(amusement) é ALTA  [conf=0.65, suporte=0.5]",alta,0.6468,0.46
1,amusement,"SE p_lr é BAIXO E p_bert é BAIXO E sent_pos é ALTO E sent_neg é BAIXO E sent_neu é BAIXO E outras é ALTO ENTÃO pertinência(amusement) é BAIXA  [conf=1.00, suporte=0.3]",baixa,1.0,0.25
1,amusement,"SE p_lr é ALTO E p_bert é ALTO E sent_pos é ALTO E sent_neg é BAIXO E sent_neu é BAIXO E outras é ALTO ENTÃO pertinência(amusement) é ALTA  [conf=1.00, suporte=0.1]",alta,1.0,0.15
1,amusement,"SE p_lr é ALTO E p_bert é BAIXO E sent_pos é MUITO_BAIXO E sent_neg é ALTO E sent_neu é BAIXO E outras é ALTO ENTÃO pertinência(amusement) é BAIXA  [conf=1.00, suporte=0.1]",baixa,0.9999,0.1
1,amusement,"SE p_lr é BAIXO E p_bert é ALTO E sent_pos é BAIXO E sent_neg é BAIXO E sent_neu é BAIXO E outras é ALTO ENTÃO pertinência(amusement) é ALTA  [conf=0.88, suporte=0.1]",alta,0.8848,0.06
1,amusement,"SE p_lr é ALTO E p_bert é BAIXO E sent_pos é MUITO_BAIXO E sent_neg é MUITO_ALTO E sent_neu é BAIXO E outras é BAIXO ENTÃO pertinência(amusement) é BAIXA  [conf=0.81, suporte=0.0]",baixa,0.806,0.04
1,amusement,"SE p_lr é BAIXO E p_bert é BAIXO E sent_pos é ALTO E sent_neg é BAIXO E sent_neu é BAIXO E outras é BAIXO ENTÃO pertinência(amusement) é BAIXA  [conf=1.00, suporte=0.0]",baixa,1.0,0.04
